Name;Mass;num-amide;num-OC;num-NC;#theo;#exper;TopID;Derep+ scr;Derep+ rank;Derep-g scr;Derep-g rank;Derep scr;Derep rank;#matches;MF1;#isomers;dnp-class;SMILES1;MF2;SMILES2
MLS002222329-01!26305-03-3_M+H;685.463;6;3;10;22;145;MLS002222329-01!26305-03-3_M+H;33;1;10;1;7;1;638;C34H63N5O9;1;none;CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(=O)O;C34H63N5O9;[H]OC(=O)C([H])([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
nostopeptolide_A1_M+H;1080.59;10;3;21;162;81;nostopeptolide_A1_M+H;30;1;2;13;10;1;210;C53H80N10O14;2;aminoacids/peptides;CCCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C1=O)C)CC(C)C)CC(C)C)CC(=O)N)CC4=CC=C(C=C4)O;C53H80N10O14;[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[C@]1([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)[C@@]3([H])N(C1=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N([H])[H]
Surfactin_C_M+H;1035.68;8;4;14;146;52;Surfactin_C_M+H;30;1;1;12;13;1;172;C53H93N7O13;7;aminoacids/peptides;CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1;C53H93N7O13;[H]OC(=O)C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)C([H])([H])[C@]([H])(OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
NCGC00380777-01_C77H120N16O19__M+H;1572.89;16;3;33;64;190;NCGC00380777-01_C77H120N16O19__M+H;30;1;14;1;14;1;63;C77H120N16O19;1;none;CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C1CC(O)CN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC2=CC=CC=C2)NC(C)=O)C(C)C)C(=O)N3CC(O)CC3C(=O)NC(C)(C)C(=O)NC(CO)CC4=CC=CC=C4;C77H120N16O19;[H]OC([H])([H])C([H])(N([H])C(=O)C(N([H])C(=O)C1([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(O[H])C2([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(O[H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
NCGC00347837-02_C42H58N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-15-(1-methylethyl)-9-(2-methylpropyl)-12-(1-phenylethyl)-_M+H;786.443;7;0;16;116;156;NCGC00347837-02_C42H58N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-15-(1-methylethyl)-9-(2-methylpropyl)-12-(1-phenylethyl)-_M+H;29;1;0;471;21;1;471;C42H58N8O7;1;none;CC(C)CC1NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCCNC(=O)C(CC2=C[NH]C3=CC=CC=C23)NC(=O)C(C)NC1=O)C(C)C)C(C)C4=CC=CC=C4;C42H58N8O7;[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C1=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
Koranimine_M+H;804.502;6;1;13;116;73;Koranimine_M+H;27;1;0;412;9;1;412;C44H66N7O7;1;none;O=C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CC1=CC=CC=C1)C(NC(C(C)C)C([NH2+]C(CC2=CC=CC=C2)C(NC(C(C)C)/C=N\3)=O)=O)=O)=O)=O)C3C(O)C;C44H66N7O7;[H]OC([H])(C([H])([H])[H])C1([H])N=C([H])C([H])(N([H])C(=O)C([H])(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])[N+]([H])([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
NCGC00380998-01![3_4-dihydroxy-5-[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[(4-hydroxy-2-methylidenebutanoyl)oxymethyl]oxan-2-yl]oxybutanoyl]oxymethyl]oxan-2-yl]oxybutanoyl]oxyoxan-2-yl]methyl_4-hydroxy-2-methylidenebutanoate_M+H;880.321;5;28;0;22;94;NCGC00380998-01![3_4-dihydroxy-5-[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[(4-hydroxy-2-methylidenebutanoyl)oxymethyl]oxan-2-yl]oxybutanoyl]oxymethyl]oxan-2-yl]oxybutanoyl]oxyoxan-2-yl]methyl_4-hydroxy-2-methylidenebutanoate_M+H;26;1;12;1;2;2;278;C38H56O23;1;none;OCCC(=C)C(=O)OCC1OCC(OC(=O)C(=C)CCO[C@@H]2O[C@H](COC(=O)C(=C)CCO[C@@H]3O[C@H](COC(=O)C(=C)CCO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(O)C1O;C38H56O23;[H]OC([H])([H])C([H])([H])C(=C([H])[H])C(=O)OC([H])([H])C1([H])OC([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]2([H])O[C@]([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])(O[H])C1([H])O[H]
NCGC00180427-03_C41H56N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-9_15-bis(1-methylethyl)-12-(1-phenylethyl)-_M+H;772.427;7;0;16;92;156;NCGC00180427-03_C41H56N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-9_15-bis(1-methylethyl)-12-(1-phenylethyl)-_M+H;26;1;0;483;21;1;483;C41H56N8O7;2;aminoacids/peptides;CC(C)C1NC(=O)C(C)NC(=O)CCCNC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(C)NC(=O)C(NC(=O)C(NC1=O)C(C)C4=CC=CC=C4)C(C)C;C41H56N8O7;[H]N1C([H])=C(C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C1=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
NCGC00385357-01_C54H88O24_(3beta_5xi_9xi_13alpha_16alpha_18xi_22alpha)-3-{[beta-D-Glucopyranosyl-(1->2)-[beta-D-xylopyranosyl-(1->2)-beta-D-glucopyranosyl-(1->4)]-alpha-L-arabinopyranosyl]oxy}-16_23-dihydroxy-13_28-epoxyoleanan-22-yl_acetate_M+H;1120.57;2;33;0;22;149;12-Oleanene-3_16_22_28-tetrol_28-Aldehyde__22-Ac__3-O-[Ô±-L-rhamnopyranosyl-(1Šæê6)-Ô_-D-glucopyranosyl-(1Šæê3)-[Ô_-D-glucopyranosyl-(1Šæê2)]-Ô±-L-arabinopyranoside];25;2;7;1;0;161;213;C54H88O24;19;Terpenoids;CC(=O)O[C@H]1CC(C)(C)CC2[C@]13CO[C@@]24CCC5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]7O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@](C)(CO)C6CC[C@@]5(C)[C@]4(C)C[C@H]3O;C55H88O23;[H]OC([H])([H])C1([H])OC([H])(OC2([H])C([H])(OC3([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C5([H])C([H])([H])C([H])=C6C7([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C7(C([H])=O)C([H])(O[H])C([H])([H])C6(C([H])([H])[H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C4([H])C3(C([H])([H])[H])C([H])([H])[H])OC([H])([H])C([H])(O[H])C2([H])OC2([H])OC([H])(C([H])([H])OC3([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00384492-01_C59H96O27_beta-D-Glucopyranosiduronic_acid__(3beta_5xi_9xi_16alpha_18xi)-13_28-epoxy-16-hydroxyoleanan-3-yl_O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->3)-O-[O-beta-D-xylopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->2)]-_M+H;1236.61;1;37;0;22;133;NCGC00384492-01_C59H96O27_beta-D-Glucopyranosiduronic_acid__(3beta_5xi_9xi_16alpha_18xi)-13_28-epoxy-16-hydroxyoleanan-3-yl_O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->3)-O-[O-beta-D-xylopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->2)]-_M+H;25;1;6;3;-1;158;158;C59H96O27;21;none;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]3[C@H](O)[C@H](O[C@@H](O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5CC[C@]78OC[C@@]9(CCC(C)(C)CC79)[C@H](O)C[C@@]68C)C4(C)C)[C@@H]3O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11OC[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)C(O)=O)[C@H](O)[C@H](O)[C@H]1O;C59H96O27;[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]35OC([H])([H])[C@@]6(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C36[H])[C@]([H])(O[H])C([H])([H])[C@@]45C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]3([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])[C@]1([H])O[H]
NCGC00384677-01_C42H71NO29__M+H;1053.41;2;38;2;26;182;Isovalertatins_Isovalertatin_M03;24;2;7;2;0;113;196;C42H71NO29;2;none;CC(C)CC(=O)O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](C)[C@@H](N[C@H]3\C=C(CO)/[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O;C42H71NO29;[H]OC([H])([H])C1=C([H])C([H])(N([H])C2([H])C([H])(O[H])C([H])(O[H])C([H])(OC3([H])C([H])(O[H])C([H])(O[H])C([H])(OC4([H])C([H])(O[H])C([H])(O[H])C([H])(OC5([H])C([H])(O[H])C([H])(O[H])C([H])(OC6([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])OC6([H])C([H])([H])O[H])OC5([H])C([H])([H])O[H])OC4([H])C([H])([H])O[H])OC3([H])C([H])([H])OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC2([H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
NCGC00381220-01!16-butan-2-yl-3-(2_3-dihydroxypropyl)-10_11_14-trimethyl-13-propan-2-yl-4-oxa-1_8_11_14_17-pentazabicyclo[17.3.0]docosane-2_5_9_12_15_18-hexone_M+H;611.353;6;4;13;96;73;NCGC00381220-01!16-butan-2-yl-3-(2_3-dihydroxypropyl)-10_11_14-trimethyl-13-propan-2-yl-4-oxa-1_8_11_14_17-pentazabicyclo[17.3.0]docosane-2_5_9_12_15_18-hexone_M+H;24;1;1;72;11;1;919;C29H49N5O9;3;aminoacids/peptides;CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O;C29H49N5O9;[H]OC([H])([H])C([H])(O[H])C([H])([H])C1([H])OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C2([H])N(C1=O)C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
NCGC00347686-02!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-14-(hydroxymethyl)-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H;717.329;6;1;18;56;70;NCGC00347686-02!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-14-(hydroxymethyl)-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H;24;1;1;36;10;1;586;C28H47N9O13;1;none;CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O;C28H47N9O13;[H]ON(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C1=O)C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H]
NCGC00168874-03!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H;687.319;6;0;18;48;79;NCGC00168874-03!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H;24;1;1;67;10;1;595;C27H45N9O12;1;none;CC(=O)N(O)CCCC1NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O;C27H45N9O12;[H]ON(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])N([H])C1=O)C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H]
Substance_P_M+H;1346.73;11;0;30;44;84;Substance_P_M+H;23;1;10;1;7;1;73;C63H98N18O13S;1;none;CC(C)CC(C(=O)NC(CCSC)C(=O)N)NC(=O)CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N;C63H98N18O13S;[H]N([H])C(=NC([H])([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])SC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])N([H])[H]
NCGC00381336-01_C33H50O21_2_6-Anhydro-5-O-[4-({6-O-[4-(beta-D-glucopyranosyloxy)-2-methylenebutanoyl]-beta-D-glucopyranosyl}oxy)-2-methylenebutanoyl]-1-O-(4-hydroxy-2-methylenebutanoyl)hexitol_M+H;782.284;4;26;0;22;88;NCGC00381336-01_C33H50O21_2_6-Anhydro-5-O-[4-({6-O-[4-(beta-D-glucopyranosyloxy)-2-methylenebutanoyl]-beta-D-glucopyranosyl}oxy)-2-methylenebutanoyl]-1-O-(4-hydroxy-2-methylenebutanoyl)hexitol_M+H;23;1;10;1;3;1;480;C33H50O21;1;none;OCCC(=C)C(=O)OCC1OCC(OC(=O)C(=C)CCO[C@@H]2O[C@H](COC(=O)C(=C)CCO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(O)C1O;C33H50O21;[H]OC([H])([H])C([H])([H])C(=C([H])[H])C(=O)OC([H])([H])C1([H])OC([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]2([H])O[C@]([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])(O[H])C1([H])O[H]
NCGC00381097-01![(2R_3R_4S_6S)-6-[(2R_3S_4R)-6-[(2R_3R_4R_6S)-6-[[(2S_3S)-3-[(1S_3S_4R)-3_4-dihydroxy-1-methoxy-2-oxopentyl]-6-[(2S_4R_5R_6R)-4-[(2S_4R_5S_6R)-4_5-dihydroxy-6-methyloxan-2-yl]oxy-5-methoxy-6-methyloxan-2-yl]oxy-8_9-dihydroxy-7-methyl-1-oxo-3_4-dihydro-2H-anthracen-2-yl]oxy]-3-hydroxy-2-methyloxan-4-yl]oxy-3-hydroxy-2-methyloxan-4-yl]oxy-4-hydroxy-2_4-dimethyloxan-3-yl]_acetate_M+H;1140.5;2;35;0;30;85;NCGC00381097-01![(2R_3R_4S_6S)-6-[(2R_3S_4R)-6-[(2R_3R_4R_6S)-6-[[(2S_3S)-3-[(1S_3S_4R)-3_4-dihydroxy-1-methoxy-2-oxopentyl]-6-[(2S_4R_5R_6R)-4-[(2S_4R_5S_6R)-4_5-dihydroxy-6-methyloxan-2-yl]oxy-5-methoxy-6-methyloxan-2-yl]oxy-8_9-dihydroxy-7-methyl-1-oxo-3_4-dihydro-2H-anthracen-2-yl]oxy]-3-hydroxy-2-methyloxan-4-yl]oxy-3-hydroxy-2-methyloxan-4-yl]oxy-4-hydroxy-2_4-dimethyloxan-3-yl]_acetate_M+H;23;1;3;3;0;114;148;C55H80O25;3;none;CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](OC)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]6C[C@@H](OC7C[C@@H](O[C@H]8C[C@](C)(O)[C@H](OC(C)=O)[C@@H](C)O8)[C@@H](O)[C@@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O;C55H80O25;[H]OC1=C2C(=O)[C@@]([H])(O[C@]3([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(OC4([H])O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@]([H])(O[C@]5([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@](O[H])(C([H])([H])[H])C5([H])[H])C4([H])[H])C3([H])[H])[C@@]([H])(C([H])([H])C2=C([H])C2=C([H])C(O[C@]3([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[C@]4([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(O[H])C4([H])[H])C3([H])[H])=C(C(O[H])=C12)C([H])([H])[H])[C@]([H])(OC([H])([H])[H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])[H]
NCGC00381061-01_C30H51N5O9_Pyrrolo[1_2-d][1_4_7_10_13_16]oxapentaazacyclononadecine-1_4_7_10_14_17(11H_16H)-hexone__16-(2_3-dihydroxypropyl)dodecahydro-5_8_9_21-tetramethyl-6-(1-methylethyl)-3-(1-methylpropyl)-_M+H;625.369;6;4;13;96;103;NCGC00381061-01_C30H51N5O9_Pyrrolo[1_2-d][1_4_7_10_13_16]oxapentaazacyclononadecine-1_4_7_10_14_17(11H_16H)-hexone__16-(2_3-dihydroxypropyl)dodecahydro-5_8_9_21-tetramethyl-6-(1-methylethyl)-3-(1-methylpropyl)-_M+H;23;1;1;72;12;1;930;C30H51N5O9;2;aminoacids/peptides;CCC(C)C1NC(=O)C2C(C)CCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O;C30H51N5O9;[H]OC([H])([H])C([H])(O[H])C([H])([H])C1([H])OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C2([H])N(C1=O)C([H])([H])C([H])([H])C2([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
