Name	Mass	num-amide	num-OC	num-NC	#theo	#exper	TopID	Derep+ scr	Derep+ rank	Derep-g scr	Derep-g rank	Derep scr	Derep rank	#matches	MF1	#isomers	dnp-class	SMILES1	MF2	SMILES2	fingerprint	MFagreement	SMILES1_FP1	SMILES2_FP2
MLS002222329-01!26305-03-3_M+H	685.4630000000001	6.0	3.0	10.0	22.0	145.0	MLS002222329-01!26305-03-3_M+H	33.0	1.0	10.0	1.0	7.0	1.0	638.0	C34H63N5O9	1.0	none	CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(=O)O	C34H63N5O9	[H]OC(=O)C([H])([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@]([H])(O[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C	CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C
nostopeptolide_A1_M+H	1080.59	10.0	3.0	21.0	162.0	81.0	nostopeptolide_A1_M+H	30.0	1.0	2.0	13.0	10.0	1.0	210.0	C53H80N10O14	2.0	aminoacids/peptides	CCCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1COC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C1=O)C)CC(C)C)CC(C)C)CC(=O)N)CC4=CC=C(C=C4)O	C53H80N10O14	[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[C@]1([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)[C@@]3([H])N(C1=O)C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C2([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)N([H])[H]	1.0	Yes	CCCC(=O)NC(C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O)C(C)CC	CCCC(=O)NC(C(=O)NC1COC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CC(=O)C(CC(C)C)NC(=O)C2CC(C)CN2C1=O)C(C)CC
Surfactin_C_M+H	1035.68	8.0	4.0	14.0	146.0	52.0	Surfactin_C_M+H	30.0	1.0	1.0	12.0	13.0	1.0	172.0	C53H93N7O13	7.0	aminoacids/peptides	CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1	C53H93N7O13	[H]OC(=O)C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)C([H])([H])[C@]([H])(OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC(C)CCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1	CC(C)CCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1
NCGC00380777-01_C77H120N16O19__M+H	1572.89	16.0	3.0	33.0	64.0	190.0	NCGC00380777-01_C77H120N16O19__M+H	30.0	1.0	14.0	1.0	14.0	1.0	63.0	C77H120N16O19	1.0	none	CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C1CC(O)CN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC2=CC=CC=C2)NC(C)=O)C(C)C)C(=O)N3CC(O)CC3C(=O)NC(C)(C)C(=O)NC(CO)CC4=CC=CC=C4	C77H120N16O19	[H]OC([H])([H])C([H])(N([H])C(=O)C(N([H])C(=O)C1([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(O[H])C2([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(O[H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	1.0	Yes	CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C1CC(O)CN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(Cc1ccccc1)NC(C)=O)C(C)C)C(=O)N1CC(O)CC1C(=O)NC(C)(C)C(=O)NC(CO)Cc1ccccc1	CCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C1CC(O)CN1C(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(Cc1ccccc1)NC(C)=O)C(C)C)C(=O)N1CC(O)CC1C(=O)NC(C)(C)C(=O)NC(CO)Cc1ccccc1
NCGC00347837-02_C42H58N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-15-(1-methylethyl)-9-(2-methylpropyl)-12-(1-phenylethyl)-_M+H	786.443	7.0	0.0	16.0	116.0	156.0	NCGC00347837-02_C42H58N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-15-(1-methylethyl)-9-(2-methylpropyl)-12-(1-phenylethyl)-_M+H	29.0	1.0	0.0	471.0	21.0	1.0	471.0	C42H58N8O7	1.0	none	CC(C)CC1NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CCCNC(=O)C(CC2=C[NH]C3=CC=CC=C23)NC(=O)C(C)NC1=O)C(C)C)C(C)C4=CC=CC=C4	C42H58N8O7	[H]N1C([H])=C(C2=C([H])C([H])=C([H])C([H])=C12)C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C1=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC(C)CC1NC(=O)C(C(C)c2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)CCCNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC1=O	CC(C)CC1NC(=O)C(C(C)c2ccccc2)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)CCCNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC1=O
Koranimine_M+H	804.502	6.0	1.0	13.0	116.0	73.0	Koranimine_M+H	27.0	1.0	0.0	412.0	9.0	1.0	412.0	C44H66N7O7	1.0	none	O=C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CC1=CC=CC=C1)C(NC(C(C)C)C([NH2+]C(CC2=CC=CC=C2)C(NC(C(C)C)/C=N\3)=O)=O)=O)=O)=O)C3C(O)C	C44H66N7O7	[H]OC([H])(C([H])([H])[H])C1([H])N=C([H])C([H])(N([H])C(=O)C([H])(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])[N+]([H])([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC(C)CC1NC(=O)C(CC(C)C)NC(=O)C(C(C)O)N=CC(C(C)C)NC(=O)C(Cc2ccccc2)[NH2+]C(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)NC1=O	CC(C)CC1NC(=O)C(CC(C)C)NC(=O)C(C(C)O)N=CC(C(C)C)NC(=O)C(Cc2ccccc2)[NH2+]C(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)NC1=O
NCGC00380998-01![3_4-dihydroxy-5-[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[(4-hydroxy-2-methylidenebutanoyl)oxymethyl]oxan-2-yl]oxybutanoyl]oxymethyl]oxan-2-yl]oxybutanoyl]oxyoxan-2-yl]methyl_4-hydroxy-2-methylidenebutanoate_M+H	880.321	5.0	28.0	0.0	22.0	94.0	NCGC00380998-01![3_4-dihydroxy-5-[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[[2-methylidene-4-[(2R_3R_4S_5S_6R)-3_4_5-trihydroxy-6-[(4-hydroxy-2-methylidenebutanoyl)oxymethyl]oxan-2-yl]oxybutanoyl]oxymethyl]oxan-2-yl]oxybutanoyl]oxyoxan-2-yl]methyl_4-hydroxy-2-methylidenebutanoate_M+H	26.0	1.0	12.0	1.0	2.0	2.0	278.0	C38H56O23	1.0	none	OCCC(=C)C(=O)OCC1OCC(OC(=O)C(=C)CCO[C@@H]2O[C@H](COC(=O)C(=C)CCO[C@@H]3O[C@H](COC(=O)C(=C)CCO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C(O)C1O	C38H56O23	[H]OC([H])([H])C([H])([H])C(=C([H])[H])C(=O)OC([H])([H])C1([H])OC([H])([H])C([H])(OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]2([H])O[C@]([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])OC(=O)C(=C([H])[H])C([H])([H])C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])C([H])(O[H])C1([H])O[H]	1.0	Yes	C=C(CCO)C(=O)OCC1OCC(OC(=O)C(=C)CCOC2OC(COC(=O)C(=C)CCOC3OC(COC(=O)C(=C)CCO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O	C=C(CCO)C(=O)OCC1OCC(OC(=O)C(=C)CCOC2OC(COC(=O)C(=C)CCOC3OC(COC(=O)C(=C)CCO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
NCGC00180427-03_C41H56N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-9_15-bis(1-methylethyl)-12-(1-phenylethyl)-_M+H	772.427	7.0	0.0	16.0	92.0	156.0	NCGC00180427-03_C41H56N8O7_1_4_7_10_13_16_19-Heptaazacyclotricosane-2_5_8_11_14_17_20-heptone__3-(1H-indol-3-ylmethyl)-6_18-dimethyl-9_15-bis(1-methylethyl)-12-(1-phenylethyl)-_M+H	26.0	1.0	0.0	483.0	21.0	1.0	483.0	C41H56N8O7	2.0	aminoacids/peptides	CC(C)C1NC(=O)C(C)NC(=O)CCCNC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(C)NC(=O)C(NC(=O)C(NC1=O)C(C)C4=CC=CC=C4)C(C)C	C41H56N8O7	[H]N1C([H])=C(C2=C1C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C1=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CC1NC(=O)CCCNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)c2ccccc2)NC(=O)C(C(C)C)NC1=O	CC1NC(=O)CCCNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)c2ccccc2)NC(=O)C(C(C)C)NC1=O
NCGC00385357-01_C54H88O24_(3beta_5xi_9xi_13alpha_16alpha_18xi_22alpha)-3-{[beta-D-Glucopyranosyl-(1->2)-[beta-D-xylopyranosyl-(1->2)-beta-D-glucopyranosyl-(1->4)]-alpha-L-arabinopyranosyl]oxy}-16_23-dihydroxy-13_28-epoxyoleanan-22-yl_acetate_M+H	1120.57	2.0	33.0	0.0	22.0	149.0	12-Oleanene-3_16_22_28-tetrol_28-Aldehyde__22-Ac__3-O-[Ô±-L-rhamnopyranosyl-(1Šæê6)-Ô_-D-glucopyranosyl-(1Šæê3)-[Ô_-D-glucopyranosyl-(1Šæê2)]-Ô±-L-arabinopyranoside]	25.0	2.0	7.0	1.0	0.0	161.0	213.0	C54H88O24	19.0	Terpenoids	CC(=O)O[C@H]1CC(C)(C)CC2[C@]13CO[C@@]24CCC5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]7O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@](C)(CO)C6CC[C@@]5(C)[C@]4(C)C[C@H]3O	C55H88O23	[H]OC([H])([H])C1([H])OC([H])(OC2([H])C([H])(OC3([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])C5([H])C([H])([H])C([H])=C6C7([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])(OC(=O)C([H])([H])[H])C7(C([H])=O)C([H])(O[H])C([H])([H])C6(C([H])([H])[H])C5(C([H])([H])[H])C([H])([H])C([H])([H])C4([H])C3(C([H])([H])[H])C([H])([H])[H])OC([H])([H])C([H])(O[H])C2([H])OC2([H])OC([H])(C([H])([H])OC3([H])OC([H])(C([H])([H])[H])C([H])(O[H])C([H])(O[H])C3([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.6858757062146893	No	CC(=O)OC1CC(C)(C)CC2C13COC21CCC2C4(C)CCC(OC5OCC(OC6OC(CO)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)C(C)(CO)C4CCC2(C)C1(C)CC3O	CC(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(COC8OC(C)C(O)C(O)C8O)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C12C=O
NCGC00384492-01_C59H96O27_beta-D-Glucopyranosiduronic_acid__(3beta_5xi_9xi_16alpha_18xi)-13_28-epoxy-16-hydroxyoleanan-3-yl_O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->3)-O-[O-beta-D-xylopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->2)]-_M+H	1236.61	1.0	37.0	0.0	22.0	133.0	NCGC00384492-01_C59H96O27_beta-D-Glucopyranosiduronic_acid__(3beta_5xi_9xi_16alpha_18xi)-13_28-epoxy-16-hydroxyoleanan-3-yl_O-6-deoxy-alpha-L-mannopyranosyl-(1->2)-O-beta-D-galactopyranosyl-(1->3)-O-[O-beta-D-xylopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->2)]-_M+H	25.0	1.0	6.0	3.0	-1.0	158.0	158.0	C59H96O27	21.0	none	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]3[C@H](O)[C@H](O[C@@H](O[C@H]4CC[C@@]5(C)C(CC[C@]6(C)C5CC[C@]78OC[C@@]9(CCC(C)(C)CC79)[C@H](O)C[C@@]68C)C4(C)C)[C@@H]3O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11OC[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)C(O)=O)[C@H](O)[C@H](O)[C@H]1O	C59H96O27	[H]OC(=O)[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]35OC([H])([H])[C@@]6(C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C36[H])[C@]([H])(O[H])C([H])([H])[C@@]45C([H])([H])[H])C2(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]3([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])[C@]1([H])O[H]	1.0	Yes	CC1OC(OC2C(OC3C(O)C(C(=O)O)OC(OC4CCC5(C)C(CCC6(C)C5CCC57OCC8(CCC(C)(C)CC85)C(O)CC67C)C4(C)C)C3OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O	CC1OC(OC2C(OC3C(O)C(C(=O)O)OC(OC4CCC5(C)C(CCC6(C)C5CCC57OCC8(CCC(C)(C)CC85)C(O)CC67C)C4(C)C)C3OC3OC(CO)C(OC4OCC(O)C(O)C4O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
NCGC00384677-01_C42H71NO29__M+H	1053.41	2.0	38.0	2.0	26.0	182.0	Isovalertatins_Isovalertatin_M03	24.0	2.0	7.0	2.0	0.0	113.0	196.0	C42H71NO29	2.0	none	CC(C)CC(=O)O[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](C)[C@@H](N[C@H]3\C=C(CO)/[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	C42H71NO29	[H]OC([H])([H])C1=C([H])C([H])(N([H])C2([H])C([H])(O[H])C([H])(O[H])C([H])(OC3([H])C([H])(O[H])C([H])(O[H])C([H])(OC4([H])C([H])(O[H])C([H])(O[H])C([H])(OC5([H])C([H])(O[H])C([H])(O[H])C([H])(OC6([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])OC6([H])C([H])([H])O[H])OC5([H])C([H])([H])O[H])OC4([H])C([H])([H])O[H])OC3([H])C([H])([H])OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC2([H])C([H])([H])[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]	0.9022051773729626	Yes	CC(C)CC(=O)OC1OC(CO)C(OC2OC(C)C(NC3C=C(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O	CC(C)CC(=O)OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1OC1OC(C)C(NC2C=C(CO)C(O)C(O)C2O)C(O)C1O
NCGC00381220-01!16-butan-2-yl-3-(2_3-dihydroxypropyl)-10_11_14-trimethyl-13-propan-2-yl-4-oxa-1_8_11_14_17-pentazabicyclo[17.3.0]docosane-2_5_9_12_15_18-hexone_M+H	611.3530000000001	6.0	4.0	13.0	96.0	73.0	NCGC00381220-01!16-butan-2-yl-3-(2_3-dihydroxypropyl)-10_11_14-trimethyl-13-propan-2-yl-4-oxa-1_8_11_14_17-pentazabicyclo[17.3.0]docosane-2_5_9_12_15_18-hexone_M+H	24.0	1.0	1.0	72.0	11.0	1.0	919.0	C29H49N5O9	3.0	aminoacids/peptides	CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O	C29H49N5O9	[H]OC([H])([H])C([H])(O[H])C([H])([H])C1([H])OC(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(N(C(=O)C([H])(N(C(=O)C([H])(N([H])C(=O)C2([H])N(C1=O)C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	1.0	Yes	CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O	CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(O)CO)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O
NCGC00347686-02!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-14-(hydroxymethyl)-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H	717.329	6.0	1.0	18.0	56.0	70.0	NCGC00347686-02!N-[3-[5_8-bis[3-[acetyl(hydroxy)amino]propyl]-14-(hydroxymethyl)-3_6_9_12_15_18-hexaoxo-1_4_7_10_13_16-hexazacyclooctadec-2-yl]propyl]-N-hydroxyacetamide_M+H	24.0	1.0	1.0	36.0	10.0	1.0	586.0	C28H47N9O13	1.0	none	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O	C28H47N9O13	[H]ON(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C1=O)C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(O[H])C(=O)C([H])([H])[H]	1.0	Yes	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O	CC(=O)N(O)CCCC1NC(=O)CNC(=O)C(CO)NC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O
